"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDFG","WSFG"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-11-18","0.04","0.0",,"53","57","48","   16","78.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-11-19","0.09","0.0",,"50","61","38","   21","149.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-11-20","0.00","0.0",,"39","44","34","   27","136.5"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-11-21","0.18","0.0",,"38","43","34","   22","125.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-11-22","0.00","0.0",,"30","39","22","   27","120.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-11-23","0.02","0.2","0.0","28","36","20","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-11-24","0.02","0.2","0.4","36","43","30","   29","82.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-11-25","0.00","0.0",,"37","46","27","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-11-26","0.00","0.0",,"50","60","41","   21","120.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-11-27","0.08","0.0",,"46","59","33","   20","127.5"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-11-28","0.00","0.0",,"30","35","25","   36","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-11-29","0.00","0.0",,"31","40","21","    9","78.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-11-30","0.00","0.0",,"35","38","31","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-01","0.06","0.0",,"40","47","33","   10","87.2"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-02","0.00","0.0",,"39","44","34","   33","78.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-03","0.00","0.0",,"39","43","35","   31","107.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-04","0.00","0.0",,"40","42","38","   28","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-05","0.00","0.0",,"37","46","28","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-06","0.00","0.0",,"34","40","27","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-07","0.00","0.0",,"35","42","29","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-08","0.00","0.0",,"40","41","38","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-09","0.00","0.0",,"45","52","39","   22","98.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-10","0.00","0.0",,"47","54","39","   21","96.2"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-11","0.00","0.0",,"47","57","38","   24","161.1"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-12","0.00","0.0",,"41","47","34","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-13","0.01","0.0",,"44","46","41","   10","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-14","0.20","0.0",,"49","55","43","   24","165.5"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-15","0.00","0.0",,"41","49","33","   28","132.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-16","0.02","0.0",,"38","43","33","   12","78.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-17","0.00","0.0",,"43","50","35","   26","107.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-18","0.00","0.0",,"32","37","26","   28","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-19","0.00","0.0","0.0","28","30","25","   26","132.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-20","0.00","0.0",,"33","42","25","   29","87.2"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-21","0.14","0.0",,"44","47","40","   23","87.2"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-22","0.02","0.0",,"49","57","40","   26","73.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-23","0.02","0.0",,"48","56","40","   12","78.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-24","0.00","0.0",,"51","60","41","   26","149.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-25","0.00","0.0",,"41","50","32","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-26","0.06","0.0",,"34","40","29","    9","102.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-27","0.14","0.0",,"34","38","29","   34","120.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-28","0.58","1.3","0.0","26","32","20","   10","145.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-29","0.54","0.0","0.8","36","39","33","   10","161.1"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-30","0.00","0.0","0.4","36","39","33","   24","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2015-12-31","0.01","0.0","0.0","33","34","31","   29","111.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-01","0.03","0.3","0.0","28","31","24","   25","102.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-02","0.00","0.0","0.0","28","33","24","   23","98.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-03","0.00","0.0","0.0","23","35","11","   34","120.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-04","0.00","0.0","0.0","8","12","4","    2","82.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-05","0.00","0.0","0.0","16","27","5","   23","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-06","0.00","0.0","0.0","28","36","20","   23","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-07","0.00","0.0",,"31","40","22","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-08","0.11","0.0",,"31","39","22","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-09","0.08","0.0","0.0","42","47","37","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-10","0.72","0.1","0.0","32","44","20","   28","190.1"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-11","0.01","0.0","0.0","17","21","13","   27","145.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-12","0.17","2.0","0.8","22","29","15","   28","145.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-13","0.02","0.2","2.0","16","19","13","   28","111.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-14","0.01","0.1","2.0","22","28","17","   25","91.7"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-15","0.07","0.0","0.8","33","40","27","   10","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-16","0.03","0.0","0.0","31","38","24","   30","140.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-17","0.00","0.0","0.0","22","32","13","   26","102.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-18","0.09","0.9","0.8","14","18","11","   30","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-19","0.00","0.0","0.4","15","25","6","   31","149.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-20","0.00","0.0","0.4","21","25","17","   29","78.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-21","0.02","0.2","0.4","20","25","14","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-22","0.00","0.0","0.4","19","28","10","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-23","0.00","0.0","0.0","18","25","12","   36","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-24","0.00","0.0","0.0","21","31","12","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-25","0.00","0.0","0.0","35","39","30","   20","78.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-26","0.01","0.0","0.0","38","44","33","   24","156.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-27","0.01","0.1","0.0","30","34","26","   22","127.5"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-28","0.04","0.3","0.0","32","35","29","   21","120.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-29","0.00","0.0","0.4","22","31","13","   28","111.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-30","0.00","0.0",,"30","43","17","   24","102.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-01-31","0.10","0.0",,"42","51","33","   23","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-01","0.00","0.0",,"39","48","31","   29","111.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-02","0.14","0.0","0.0","32","37","27","   10","125.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-03","0.11","0.0",,"48","61","35","   25","161.1"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-04","0.00","0.0",,"34","39","29","   27","98.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-05","0.00","0.0",,"32","37","26","   23","73.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-06","0.00","0.0",,"34","40","28","   26","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-07","0.00","0.0",,"35","43","27","   15","73.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-08","0.04","0.4","0.4","35","41","29","    9","98.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-09","0.05","0.7","0.8","30","35","26","    9","102.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-10","0.04","0.4","0.4","20","30","10","   30","96.2"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-11","0.00","0.0","0.4","8","15","2","   30","120.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-12","0.03","0.4","0.4","14","25","3","   27","127.5"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-13","0.00","0.0","0.4","-6","3","-15","   32","140.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-14","0.00","0.0","0.4","1","13","-11","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-15","0.02","0.1","0.0","21","30","11","   16","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-16","0.28","2.8","0.8","30","31","29","   31","87.2"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-17","0.03","0.3","2.8","21","30","12","   31","111.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-18","0.00","0.0","2.4","15","24","5","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-19",,"0.0","1.6","36","49","23","   26","136.5"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-20","0.00","0.0",,"46","54","37","   26","149.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-21","0.00","0.0",,"35","43","28","   36","91.7"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-22",,"0.0",,"28","33","23","   35","82.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-23","0.00","0.0",,"30","35","25","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-24","0.94","1.2","0.8","33","36","30","    6","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-25","0.10","0.8","0.4","27","33","21","   35","165.5"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-26","0.00","0.0","0.4","19","26","13","   32","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-27","0.00","0.0","0.0","31","40","21","   22","140.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-28","0.00","0.0",,"46","57","35","   23","161.1"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-02-29","0.02","0.0","0.0","34","50","18","   29","232.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-01","0.38","3.7","0.0","15","19","12","   33","127.5"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-02","0.02","0.2","3.5","18","24","12","   32","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-03","0.02","0.5","3.1","20","25","15","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-04","0.01","0.1","3.1","27","32","21","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-05","0.00","0.0","0.8","27","32","22","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-06","0.00","0.0","0.4","27","38","16","   21","82.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-07","0.00","0.0","0.0","43","53","33","   26","96.2"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-08","0.00","0.0","0.0","45","53","37","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-09","0.00","0.0",,"54","69","40","   24","111.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-10","0.17","0.0",,"47","56","37","   35","87.2"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-11","0.00","0.0",,"42","48","35","   33","91.7"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-12","0.00","0.0",,"46","63","29","   25","91.7"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-13","0.00","0.0",,"43","48","38","   11","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-14","0.43","0.0",,"43","49","38","   10","91.7"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-15","0.23","0.0",,"46","50","41","   35","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-16","0.07","0.0",,"49","58","40","   23","214.7"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-17","0.02","0.0",,"44","51","37","   25","149.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-18","0.00","0.0",,"34","43","26","   33","107.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-19","0.00","0.0",,"29","36","22","    2","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-20","0.00","0.0",,"29","37","21","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-21","0.00","0.0",,"32","39","25","   32","136.5"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-22","0.08","0.0",,"34","43","25","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-23","0.04","0.2","0.0","35","40","31","    9","78.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-24","0.59","0.6","0.4","30","32","28","    9","102.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-25","0.00","0.0",,"31","34","28","   31","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-26","0.00","0.0","0.0","34","42","26","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-27","0.00","0.0",,"41","54","28","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-28","0.31","0.0",,"42","49","35","   32","183.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-29","0.00","0.0",,"38","45","30","   33","107.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-30","0.00","0.0",,"40","50","29","   16","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-03-31","0.78","0.0",,"54","62","47","   21","136.5"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-01","0.00","0.0",,"46","55","37","   26","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-02","0.03","0.3","0.0","33","40","26","   32","154.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-03","0.35","3.9","0.0","24","30","19","   28","154.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-04","0.14","1.5","4.7","24","28","19","    4","102.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-05","0.00","0.0","1.6","25","34","16","   25","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-06","0.37","1.2","0.4","35","44","27","   12","102.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-07","0.02","0.0","0.0","38","46","29","   24","120.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-08","0.00","0.0",,"32","39","25","   29","132.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-09","0.00","0.0",,"25","31","20","   32","125.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-10","0.31","1.0","0.0","26","33","18","   14","73.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-11","0.12","0.0","0.4","42","52","32","   34","107.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-12","0.00","0.0",,"37","45","29","   32","125.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-13","0.00","0.0",,"35","44","26","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-14","0.00","0.0",,"38","50","27","   11","87.2"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-15","0.00","0.0",,"45","58","32","   12","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-16","0.00","0.0",,"52","64","40","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-17","0.00","0.0",,"54","70","39","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-18","0.00","0.0",,"61","78","45","   35","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-19","0.00","0.0",,"52","61","42","   36","107.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-20","0.00","0.0",,"48","59","36","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-21","0.05","0.0",,"50","58","41","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-22","0.05","0.0",,"54","65","42","   34","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-23","0.00","0.0",,"45","55","35","   32","98.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-24","0.00","0.0",,"43","52","34","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-25","0.43","0.0",,"43","48","38","   10","82.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-26","0.48","0.0",,"39","43","35","    9","91.7"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-27","0.00","0.0",,"42","52","32","   35","91.7"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-28","0.00","0.0",,"40","48","32","   11","78.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-29","0.00","0.0",,"46","52","40","    8","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-04-30","0.00","0.0",,"47","58","35","   11","73.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-01","0.24","0.0",,"47","51","44","    3","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-02","0.04","0.0",,"49","55","43","    2","82.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-03","0.00","0.0",,"48","56","40","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-04","0.00","0.0",,"52","61","42","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-05","0.02","0.0",,"53","62","45","   35","91.7"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-06","0.00","0.0",,"58","70","47","   35","82.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-07","0.00","0.0",,"53","62","44","   34","132.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-08","0.06","0.0",,"49","59","40","   29","132.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-09","0.00","0.0",,"48","60","35","    1","87.2"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-10","0.00","0.0",,"49","62","37","    9","73.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-11","0.00","0.0",,"52","65","39","    8","73.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-12","0.28","0.0",,"57","70","43","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-13","0.32","0.0",,"62","69","54","   28","125.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-14","0.20","0.0",,"47","57","36","   30","136.5"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-15","0.02","0.0",,"41","46","35","   29","161.1"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-16","0.09","0.0",,"49","65","32","   30","145.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-17","0.00","0.0",,"51","60","41","   36","73.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-18","0.00","0.0",,"50","62","39","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-19","0.00","0.0",,"58","68","48","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-20","0.00","0.0",,"59","72","47","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-21","0.00","0.0",,"64","73","54","   15","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-22","0.00","0.0",,"64","73","54","   33","87.2"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-23","0.00","0.0",,"65","78","52","   35","78.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-24","0.00","0.0",,"69","85","54","   29","78.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-25","0.00","0.0",,"73","85","60","   26","125.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-26","0.07","0.0",,"69","76","62","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-27","0.00","0.0",,"74","86","61","   17","78.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-28","0.00","0.0",,"78","89","66","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-29","0.00","0.0",,"78","88","69","   24","98.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-30","0.00","0.0",,"72","82","62","   27","107.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-05-31","0.00","0.0",,"68","81","55","   33","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-01","0.00","0.0",,"61","68","54","   11","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-02","0.01","0.0",,"74","86","62","   29","120.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-03","0.00","0.0",,"69","78","59","   36","73.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-04","0.21","0.0",,"69","79","58","   16","73.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-05","0.23","0.0",,"69","76","62","   27","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-06","0.05","0.0",,"69","78","59","   32","194.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-07","0.00","0.0",,"60","68","51","   30","136.5"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-08","0.00","0.0",,"52","58","45","   31","125.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-09","0.00","0.0",,"58","69","46","   33","111.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-10","0.00","0.0",,"60","74","47","    2","73.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-11","0.29","0.0",,"71","87","56","   32","145.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-12","0.00","0.0",,"62","69","56","   34","145.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-13","0.00","0.0",,"60","68","52","   35","107.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-14","0.00","0.0",,"59","70","48","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-15","0.01","0.0",,"64","77","52","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-16","0.00","0.0",,"71","80","61","    7","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-17","0.00","0.0",,"72","85","59","   35","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-18","0.00","0.0",,"76","90","62","   15","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-19","0.00","0.0",,"79","92","65","   24","98.4"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-20","0.01","0.0",,"80","94","65","   26","161.1"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-21","0.00","0.0",,"69","80","57","   28","111.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-22","0.00","0.0",,"69","79","60","   32","116.3"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-23","0.00","0.0",,"65","76","53","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-24","0.00","0.0",,"69","81","58","   12","71.6"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-25","0.00","0.0",,"72","84","61","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-26","0.24","0.0",,"78","92","64","   22","111.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-27","0.00","0.0",,"80","91","69","   29","132.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-28","0.00","0.0",,"66","73","59","   35","96.2"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-29","0.00","0.0",,"69","80","57","   35","102.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-06-30","0.00","0.0",,"68","81","55","   16","102.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-07-01","0.22","0.0",,"65","74","56","   31","127.5"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-07-02","0.00","0.0",,"67","80","54","   30","127.5"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-07-03","0.00","0.0",,"70","83","57","   32","102.9"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-07-04","0.00","0.0",,"71","84","58","    0","0.0"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-07-05","0.00","0.0",,"79","91","67","   27","111.8"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-07-06","0.01","0.0",,"78","90","67","   17","87.2"
"CA006158731","TORONTO INTERNATIONAL A, ON CA","2016-07-07","0.02","0.0",,"80","89","70","    2","91.7"
